country_code,year,population,gdp_usd,gdp_per_capita,life_expectancy,co2_per_capita,renewable_pct,internet_pct,gini,urban_pct,electricity_pct,under5_mortality,health_spend_pct
SRB,2022,6664449,66809895701,10024.82,75.24,,,83.54,32.80,61.90,100.00,5.40,8.58
SRB,2023,6623183,81343999280,12281.71,76.14,,,85.36,32.80,62.14,100.00,5.40,8.03
SSD,2000,6032267,,,47.59,,,,,16.04,,180.10,
SSD,2001,6308391,,,48.55,,,,,16.26,,171.10,
SSD,2002,6596806,,,49.39,,,,,16.45,,162.20,
SSD,2003,6903127,,,52.32,,,,,16.62,,153.70,
SSD,2004,7233041,,,53.05,,,,,16.76,,145.80,
SSD,2005,7590143,,,53.97,,,,,16.87,,138.40,
SSD,2006,7976526,,,54.65,,,,,16.95,,131.50,
SSD,2007,8388788,,,55.43,,,,,17.00,0.80,124.90,
SSD,2008,8817647,14586253383,1654.21,56.28,,,,,17.03,1.30,118.70,
SSD,2009,9243556,12231264525,1323.22,56.85,,,,46.30,17.29,3.00,112.70,
SSD,2010,9745953,14602072411,1498.27,57.49,,,,,17.54,1.50,107.20,
SSD,2011,10288109,14907308933,1448.98,57.67,,,,,17.78,2.80,102.30,
SSD,2012,10756240,11931472169,1109.26,58.24,,30.60,1.50,,18.03,3.30,98.90,
SSD,2013,11166275,18426469017,1650.19,58.29,,30.10,2.20,,18.29,3.80,97.20,
SSD,2014,11235073,13962212847,1242.73,45.63,,29.40,2.60,,18.55,4.30,182.60,
SSD,2015,11107561,11997800760,1080.15,39.76,,27.50,3.00,,18.81,4.80,240.80,
SSD,2016,10830102,,,36.72,,28.70,3.50,44.00,19.08,5.30,272.90,
SSD,2017,10259154,,,35.35,,35.10,4.10,,19.35,4.20,292.00,22.11
SSD,2018,10122977,,,51.91,,31.50,4.80,,19.63,6.30,133.70,11.70
SSD,2019,10423384,,,58.13,,31.40,6.67,,19.91,6.80,96.70,9.07
SSD,2020,10698467,,,57.65,,32.80,,,20.19,7.30,96.70,9.35
SSD,2021,10865780,,,57.05,,32.40,,,20.48,7.70,96.70,6.30
SSD,2022,11021177,,,57.20,,,,,20.78,8.40,96.70,6.57
SSD,2023,11483374,,,57.62,,,,,21.07,5.40,96.70,11.61
SSF,2000,680768792,428788727164,629.86,51.64,0.85,72.64,,,32.66,25.71,150.40,4.89
SSF,2001,699215347,410936482186,587.71,51.99,0.85,72.52,,,33.12,26.16,146.30,4.91
SSF,2002,718276009,449501126212,625.81,52.36,0.84,72.00,,,33.60,27.34,138.90,4.45
SSF,2003,737918076,565920228913,766.91,52.83,0.86,71.31,,,34.10,29.60,133.00,5.40
SSF,2004,758237956,702843567490,926.94,53.35,0.89,70.81,,,34.61,29.37,127.70,5.39
SSF,2005,779233636,836994144673,1074.12,53.89,0.89,70.52,2.00,,35.13,29.35,119.80,5.22
SSF,2006,800828364,988827706638,1234.76,54.59,0.86,70.61,2.60,,35.64,31.20,114.00,5.13
SSF,2007,823124982,1145187476949,1391.27,55.26,0.86,70.11,3.10,,36.10,32.52,109.10,5.04
SSF,2008,846224198,1300970976245,1537.38,55.89,0.89,69.98,3.60,,36.62,32.40,104.50,4.82
SSF,2009,869926373,1241887642937,1427.58,56.37,0.82,70.04,4.30,,37.09,32.63,102.80,5.22
SSF,2010,894259855,1469543958179,1643.31,57.11,0.84,70.55,6.00,,37.53,33.34,97.20,5.16
SSF,2011,919112234,1650873639675,1796.16,57.47,0.82,69.95,7.50,,37.98,35.90,97.10,5.09
SSF,2012,944523292,1717201201151,1818.06,58.23,0.82,68.97,9.20,,38.42,36.78,90.70,4.92
SSF,2013,970746312,1825391175424,1880.40,58.72,0.85,67.85,11.20,,38.88,38.03,87.60,4.90
SSF,2014,997426231,1902822047308,1907.73,58.99,0.86,67.63,13.40,,39.36,38.35,86.80,4.70
SSF,2015,1024659421,1687942836834,1647.32,59.40,0.82,68.03,16.20,,39.84,39.20,85.00,4.92
SSF,2016,1052166739,1532640901656,1456.65,59.81,0.81,67.96,18.30,,40.30,43.83,83.40,5.00
SSF,2017,1080208893,1673446999208,1549.19,60.16,0.80,67.82,20.00,,40.77,43.76,82.50,4.98
SSF,2018,1109196428,1799777413644,1622.60,60.77,0.80,67.67,22.00,,41.26,46.41,79.00,4.67
SSF,2019,1138472475,2045881962740,1797.04,61.13,0.79,68.17,24.40,,41.71,47.19,78.00,4.49
SSF,2020,1168133785,1902234301367,1628.44,61.17,0.73,70.27,26.70,,42.17,48.54,75.90,4.87
SSF,2021,1198069722,2139729978110,1785.98,60.70,0.75,,29.00,,42.65,50.65,77.10,5.07
SSF,2022,1228187451,2290209566620,1864.71,61.86,0.72,,31.10,,43.16,51.51,78.30,4.92
SSF,2023,1258809472,2117602210171,1682.23,62.60,0.70,,32.30,,43.64,53.25,73.20,4.92
STP,2000,144018,76198395,529.09,61.21,0.38,54.70,4.64,32.10,52.97,52.90,82.20,9.32
STP,2001,146375,75951133,518.88,61.50,0.38,55.50,6.31,,53.96,51.50,76.70,9.64
STP,2002,149922,85171074,568.10,61.83,0.43,55.30,7.58,,55.09,52.50,71.10,9.50
STP,2003,153814,102085769,663.70,62.16,0.47,51.80,10.16,,56.41,53.60,65.70,11.47
STP,2004,157705,114582284,726.56,62.56,0.52,48.90,13.32,,57.88,54.70,60.50,10.72
STP,2005,161639,136450662,844.17,62.43,0.55,47.90,13.76,,59.42,55.80,55.70,10.35
STP,2006,165638,142775104,861.97,63.04,0.57,47.30,14.18,,60.97,56.90,51.10,7.11
STP,2007,169700,149146919,878.89,63.34,0.58,47.70,14.59,,62.48,58.00,46.90,7.01
STP,2008,173793,188021165,1081.87,63.45,0.60,46.00,15.48,,63.87,59.10,43.10,5.97
STP,2009,177853,200668065,1128.28,63.67,0.64,45.40,16.41,,65.08,56.90,39.50,5.75
STP,2010,181802,190021192,1045.21,63.87,0.68,38.20,18.75,30.80,66.06,61.40,36.20,5.81
STP,2011,185649,226455001,1219.80,64.12,0.69,42.40,20.16,,66.73,62.60,33.20,5.65
STP,2012,189439,229371348,1210.79,64.51,0.70,40.10,21.57,,67.03,57.90,30.40,7.07
STP,2013,193148,267041748,1382.58,64.93,0.69,42.80,23.00,,67.13,65.00,27.90,8.94
STP,2014,196767,293119143,1489.68,65.48,0.67,38.40,24.41,,67.26,68.60,25.50,7.91
STP,2015,200291,259999643,1298.11,66.02,0.70,39.20,25.82,,67.39,67.30,23.30,6.53
STP,2016,203689,292267272,1434.87,66.56,0.72,38.10,28.00,,67.52,69.40,21.30,7.60
STP,2017,206970,322002845,1555.79,67.07,0.72,39.20,32.62,40.70,67.65,74.30,19.60,7.47
STP,2018,210187,383717328,1825.60,67.60,0.73,40.60,37.99,,67.78,71.00,18.20,5.92
STP,2019,213392,412976083,1935.29,68.04,0.75,38.60,44.26,,67.91,75.10,17.10,5.48
STP,2020,217435,471229485,2167.22,67.98,0.71,41.60,51.55,,68.04,76.80,16.10,7.32
STP,2021,221961,524402456,2362.59,68.03,0.71,40.80,54.95,,68.17,78.50,15.30,7.86
STP,2022,226305,540809499,2389.74,69.24,0.62,42.50,58.57,,68.37,78.00,14.70,5.77
STP,2023,230871,690456807,2990.66,69.72,0.63,,58.70,,68.60,81.30,14.10,5.77
SUR,2000,476643,947671970,1988.22,64.41,3.11,23.60,2.51,,66.70,95.40,31.00,5.87
SUR,2001,486560,834279358,1714.65,64.82,3.13,24.10,3.06,,66.72,95.30,30.00,3.82
SUR,2002,496551,1093574468,2202.34,65.27,2.25,27.80,4.16,,66.73,95.20,29.00,5.33
SUR,2003,506414,1274190311,2516.10,65.78,2.44,24.60,4.72,,66.74,95.10,28.10,4.89
SUR,2004,513923,1484092538,2887.77,66.36,2.71,22.60,6.08,,66.74,95.00,27.20,5.46
SUR,2005,519313,1793410397,3453.43,67.00,3.25,18.90,6.40,,66.73,94.90,26.50,5.24
SUR,2006,524997,2626380435,5002.66,67.64,2.92,22.10,9.50,,66.70,91.00,25.70,5.86
SUR,2007,531016,2936612022,5530.18,68.31,2.66,24.60,14.11,,66.64,94.70,25.10,5.22
SUR,2008,537245,3532969035,6576.09,68.87,2.72,26.20,21.06,,66.58,94.70,24.40,4.75
SUR,2009,543568,3875409836,7129.58,69.32,2.67,26.50,31.36,,66.51,94.60,23.80,4.98
SUR,2010,549923,4368370998,7943.60,69.63,3.18,22.10,31.59,,66.43,91.20,23.20,4.70
SUR,2011,556269,4422276622,7949.89,69.82,3.52,21.20,32.00,,66.37,94.60,22.70,4.41
SUR,2012,562633,4980000000,8851.24,69.96,4.35,15.80,34.68,,66.31,94.60,22.20,4.28
SUR,2013,569020,5145757576,9043.19,70.11,4.02,17.60,37.40,,66.27,94.60,21.60,4.49
SUR,2014,575373,5240606061,9108.19,70.33,4.56,12.80,40.08,,66.22,94.60,21.10,4.52
SUR,2015,581627,5126237646,8813.62,70.57,4.69,11.60,42.76,,66.18,95.00,20.60,5.81
SUR,2016,587757,3317421648,5644.21,70.98,5.04,11.10,45.40,,66.14,95.80,20.10,5.99
SUR,2017,593713,3591679431,6049.52,71.25,4.13,15.50,48.95,,66.10,96.60,19.50,5.32
SUR,2018,599513,3996198867,6665.74,71.47,3.59,18.30,55.10,,66.07,97.40,18.90,6.61
SUR,2019,605768,4016040575,6629.67,71.77,4.39,14.90,62.03,,66.04,97.90,18.40,8.38
SUR,2020,612317,2911807496,4755.39,72.32,4.25,14.60,,,66.01,98.40,17.90,6.03
SUR,2021,617896,3107923198,5029.85,68.94,4.40,14.50,,,65.99,98.80,17.40,5.02
SUR,2022,623164,3791603200,6084.44,73.25,4.59,,,39.20,65.90,99.00,16.80,5.93
SUR,2023,628886,3472693412,5521.98,73.63,3.97,,87.40,,65.76,99.60,16.30,5.41
SVK,2000,5388720,20626538612,3827.73,73.05,7.74,3.70,9.43,,56.11,100.00,9.60,5.31
SVK,2001,5378867,21377597035,3974.37,73.40,7.80,6.00,12.53,,56.00,100.00,9.30,5.34
SVK,2002,5376912,24768142566,4606.39,73.60,7.80,5.50,40.14,,55.88,100.00,9.10,5.52
SVK,2003,5373374,33761723946,6283.15,73.60,7.89,5.30,43.04,,55.74,100.00,8.80,5.48
SVK,2004,5372280,42960730480,7996.74,73.96,7.79,6.20,52.89,27.10,55.58,100.00,8.60,6.40
SVK,2005,5372807,48823790951,9087.20,73.90,7.86,6.30,55.19,29.30,55.42,99.90,8.30,6.62
SVK,2006,5373054,57111148619,10629.18,74.20,7.86,6.60,56.08,25.80,55.25,99.90,8.00,6.85
SVK,2007,5374622,77019443089,14330.21,74.21,7.69,8.20,61.80,24.70,55.07,100.00,7.70,7.18
SVK,2008,5379233,96685492864,17973.84,74.70,7.65,7.60,66.05,26.00,54.90,100.00,7.40,6.96
SVK,2009,5386406,89342984698,16586.75,74.91,6.91,10.00,70.00,27.20,54.73,100.00,7.10,7.95
SVK,2010,5391428,91112160801,16899.45,75.11,7.40,10.30,75.71,27.30,54.57,100.00,6.90,7.67
SVK,2011,5398384,99705104723,18469.44,75.96,7.02,10.40,74.44,26.50,54.42,100.00,6.70,7.31
SVK,2012,5407579,94724394278,17516.97,76.11,6.68,10.50,76.71,26.10,54.28,100.00,6.60,7.53
SVK,2013,5413393,99134277850,18312.78,76.41,6.72,10.70,77.88,28.10,54.14,100.00,6.40,7.48
SVK,2014,5418649,101713075599,18770.93,76.81,6.27,12.20,79.98,26.10,54.00,100.00,6.30,6.87
SVK,2015,5423801,89178548717,16442.08,76.56,6.37,13.40,77.63,26.50,53.87,100.00,6.20,6.74
SVK,2016,5430798,90347173229,16636.08,77.17,6.53,13.10,80.48,25.20,53.74,100.00,6.10,7.06
SVK,2017,5439232,95978130735,17645.53,77.17,6.94,12.40,81.63,23.20,53.61,100.00,6.00,6.73
SVK,2018,5446771,106611673365,19573.37,77.27,6.84,12.40,80.45,25.00,53.49,100.00,5.90,6.64
SVK,2019,5454147,105843498304,19406.06,77.67,6.38,17.60,82.85,23.20,53.37,100.00,5.90,6.91
SVK,2020,5458827,107732602896,19735.49,76.87,5.98,17.60,89.92,24.20,53.25,100.00,5.90,7.06
SVK,2021,5447247,120511265913,22123.33,74.61,6.73,17.90,88.93,24.10,53.19,100.00,6.00,7.63
SVK,2022,5431752,115792972358,21317.79,76.97,6.11,,89.07,24.10,53.19,100.00,6.10,7.70
SVK,2023,5426740,133578518424,24614.87,78.12,5.74,,87.21,23.80,53.19,100.00,6.20,7.35
SVN,2000,1988925,20159190702,10135.72,75.41,7.59,18.00,15.11,,50.70,100.00,5.40,7.85
SVN,2001,1992060,20668868707,10375.63,75.76,8.52,18.70,30.18,,50.76,100.00,5.20,7.96
SVN,2002,1994530,23214593516,11639.13,76.01,8.66,16.30,27.84,29.10,50.77,100.00,4.90,8.12
SVN,2003,1995733,29360575032,14711.67,76.86,8.58,16.90,31.85,30.90,50.76,100.00,4.70,8.17
SVN,2004,1997012,34156553313,17103.83,77.21,8.71,17.80,40.81,24.80,50.71,100.00,4.40,8.00
SVN,2005,2000474,35947936824,17969.71,77.61,8.82,18.60,46.81,24.60,50.65,100.00,4.20,8.05
SVN,2006,2006868,39260368837,19563.01,78.09,8.94,17.40,54.01,24.40,50.57,100.00,4.00,7.87
SVN,2007,2018122,47880266543,23725.16,78.56,8.89,18.40,56.74,24.40,50.47,100.00,3.80,7.54
SVN,2008,2021316,55509332322,27461.98,78.77,9.35,17.60,58.00,23.70,50.36,100.00,3.60,7.89
SVN,2009,2039669,49975540955,24501.79,78.97,8.28,19.60,64.00,24.80,50.24,100.00,3.40,8.64
SVN,2010,2048583,47793117241,23329.84,79.42,8.38,20.10,70.00,24.90,50.12,100.00,3.20,8.64
SVN,2011,2052843,51199194599,24940.63,79.97,7.83,19.10,67.34,24.90,49.95,100.00,3.10,8.60
SVN,2012,2057159,46167053954,22442.14,80.12,7.54,20.20,68.35,25.60,49.76,100.00,2.90,8.79
SVN,2013,2059953,47867056859,23236.97,80.32,7.53,22.50,72.68,26.20,50.05,100.00,2.80,8.84
SVN,2014,2061980,49514466380,24013.07,81.08,6.85,22.90,71.59,25.70,50.98,100.00,2.70,8.58
SVN,2015,2063531,42709468275,20697.27,80.78,6.93,21.40,73.10,25.40,53.66,100.00,2.60,8.58
SVN,2016,2065042,44290685824,21447.84,81.18,7.27,21.00,75.50,24.80,53.65,100.00,2.50,8.57
SVN,2017,2066388,48153200135,23303.08,81.03,7.43,19.70,78.89,24.20,55.25,100.00,2.50,8.26
SVN,2018,2073894,53689067640,25888.05,81.38,7.45,20.60,79.75,24.60,55.19,100.00,2.40,8.35
SVN,2019,2088385,53909922736,25814.17,81.53,7.10,20.90,83.11,24.40,55.45,100.00,2.40,8.57
SVN,2020,2102419,53384760135,25392.07,80.53,6.44,22.70,86.60,24.00,55.38,100.00,2.40,9.49
SVN,2021,2108079,61540813362,29192.84,80.68,6.57,23.40,89.00,24.30,55.30,100.00,2.30,9.53
SVN,2022,2112076,59899117741,28360.30,81.28,6.34,,88.91,24.30,55.34,100.00,2.30,9.63
SVN,2023,2120461,69255264238,32660.48,81.93,5.95,,90.38,24.70,55.54,100.00,2.30,9.30
SWE,2000,8872109,262903560280,29632.59,79.64,6.54,39.80,45.69,27.00,84.04,100.00,4.10,7.32
SWE,2001,8895960,242497797485,27259.32,79.80,6.53,37.40,51.77,26.50,84.08,100.00,4.00,7.89
SWE,2002,8924958,267371907447,29957.78,79.85,6.65,35.90,70.57,26.20,84.13,100.00,4.00,8.19
SWE,2003,8958229,334072443516,37292.24,80.10,6.66,34.60,79.13,25.30,84.20,100.00,3.90,8.32
SWE,2004,8993531,384545442175,42758.00,80.50,6.46,35.50,83.89,26.10,84.27,100.00,3.70,8.14
SWE,2005,9029572,391688455929,43378.41,80.55,6.04,39.30,84.83,26.80,84.35,100.00,3.60,8.16
SWE,2006,9080505,422528394459,46531.38,80.75,6.07,40.10,87.76,26.40,84.46,100.00,3.50,8.04
SWE,2007,9148092,490047789548,53568.31,80.90,5.78,41.80,82.01,27.10,84.59,100.00,3.30,7.99
SWE,2008,9219637,514614100833,55817.18,81.10,5.61,43.20,90.00,28.10,84.75,100.00,3.20,8.23
SWE,2009,9298515,434311714442,46707.64,81.35,5.05,45.70,91.00,27.30,84.93,100.00,3.10,8.78
SWE,2010,9378126,492750897239,52542.58,81.45,5.64,44.70,90.00,27.70,85.13,100.00,3.10,8.32
SWE,2011,9449213,570538581144,60379.48,81.80,5.13,45.40,92.77,27.60,85.36,100.00,3.00,10.50
SWE,2012,9519374,549739674655,57749.56,81.70,4.80,48.30,93.18,27.60,85.63,100.00,3.00,10.83
SWE,2013,9600379,584125353119,60843.99,81.96,4.58,47.30,94.78,28.80,85.92,100.00,2.90,10.99
SWE,2014,9696110,577727767304,59583.46,82.25,4.41,48.60,92.52,28.40,86.26,100.00,2.90,11.07
SWE,2015,9799186,501602351912,51188.17,82.20,4.38,51.90,90.61,29.20,86.62,100.00,2.90,10.93
SWE,2016,9923085,513058312951,51703.51,82.31,4.28,50.90,89.65,29.60,87.00,100.00,2.80,10.96
SWE,2017,10057698,535172356785,53210.22,82.41,4.16,51.80,93.01,28.80,87.24,100.00,2.80,10.95
SWE,2018,10175214,549649344043,54018.46,82.56,3.90,51.60,89.25,30.00,87.47,100.00,2.70,11.09
SWE,2019,10278887,530894124494,51648.99,83.11,3.84,52.90,94.49,29.30,87.71,100.00,2.60,10.93
SWE,2020,10353442,544265668452,52568.57,82.36,3.67,57.80,94.54,28.90,87.94,100.00,2.60,11.42
SWE,2021,10415811,631693331301,60647.54,83.06,3.89,57.90,94.67,29.80,88.17,100.00,2.50,11.23
SWE,2022,10486941,575071237641,54836.89,83.06,3.60,,95.01,31.60,88.40,100.00,2.50,10.86
SWE,2023,10536632,578990915246,54950.28,83.31,3.48,,95.70,29.30,88.63,100.00,2.40,11.15
SWZ,2000,1041414,1697161558,1629.67,47.63,1.05,60.10,0.93,53.10,22.84,20.40,112.50,4.61
SWZ,2001,1051064,1502870486,1429.86,46.34,1.06,60.90,1.28,,22.71,26.90,115.70,5.14
SWZ,2002,1059441,1393945031,1315.74,45.38,1.02,63.60,1.82,,22.57,25.90,117.00,5.52
SWZ,2003,1066700,2149632433,2015.22,44.63,0.94,66.50,2.44,,22.43,28.70,117.90,6.38
SWZ,2004,1073159,2710331785,2525.56,43.91,0.93,66.60,3.23,,22.31,31.40,118.00,6.81
SWZ,2005,1079022,3097946371,2871.07,43.96,0.92,67.00,3.70,,22.21,34.20,117.00,7.38
SWZ,2006,1084436,3215307901,2964.96,44.56,0.92,66.80,3.70,,22.15,35.20,106.40,7.83
SWZ,2007,1090705,3391122887,3109.11,45.16,0.95,66.90,4.10,,22.14,39.80,100.30,7.93
SWZ,2008,1098091,3235921171,2946.86,45.85,0.92,67.80,6.85,,22.17,42.60,97.90,8.86
SWZ,2009,1105153,3525213502,3189.80,46.91,0.95,66.70,8.94,51.40,22.23,38.60,92.40,8.63
SWZ,2010,1111650,4360714359,3922.74,48.33,0.77,68.50,11.04,,22.33,45.60,82.10,8.59
SWZ,2011,1117833,4722912047,4225.06,49.06,0.73,69.30,18.13,,22.46,51.20,67.60,8.47
SWZ,2012,1123863,4747813067,4224.55,50.71,0.72,68.80,20.78,,22.62,54.30,62.70,7.82
SWZ,2013,1129990,4463396204,3949.94,52.11,0.85,66.10,24.70,,22.81,57.50,59.70,7.46
SWZ,2014,1136299,4285065665,3771.07,53.49,0.87,68.30,25.00,,23.03,65.00,60.00,7.26
SWZ,2015,1142813,3908217914,3419.82,54.94,0.86,68.80,25.64,,23.27,64.10,57.50,7.06
SWZ,2016,1149507,3722306117,3238.18,56.23,0.91,64.30,28.57,54.60,23.53,63.40,54.40,6.82
SWZ,2017,1158195,4462640651,3853.10,57.57,0.92,65.30,35.33,,23.81,73.50,53.60,6.98
SWZ,2018,1168929,4643751059,3972.65,58.71,0.91,65.70,39.38,,24.06,74.00,50.40,7.32
SWZ,2019,1179874,4617018959,3913.15,59.85,0.96,64.40,43.93,,24.35,77.00,51.50,8.40
SWZ,2020,1192729,4134677810,3466.57,59.86,0.81,63.70,49.01,,24.67,80.00,50.50,7.10
SWZ,2021,1206593,4807069277,3984.00,58.23,0.82,65.40,54.00,,25.02,82.90,47.90,7.41
SWZ,2022,1218917,4746660274,3894.16,63.03,0.88,64.70,57.34,,25.40,82.30,47.30,7.24
SWZ,2023,1230506,4621191262,3755.52,64.12,0.88,,61.33,,25.81,86.40,46.20,7.50
SXM,2000,30773,,,74.41,,,,,100.00,100.00,,
SXM,2001,30726,,,74.53,,,,,100.00,99.90,,
SXM,2002,30960,,,74.59,,,,,100.00,99.90,,
SXM,2003,31327,,,74.59,,,,,100.00,99.80,,
SXM,2004,31690,,,74.62,,,,,100.00,99.80,,
SXM,2005,32057,,,74.68,,,,,100.00,99.70,,
SXM,2006,32428,,,74.78,,,,,100.00,99.70,,
SXM,2007,32791,,,74.81,,,,,100.00,99.70,,
SXM,2008,33145,,,74.85,,,,,100.00,99.70,,
SXM,2009,33491,854972067,25528.41,74.80,,,,,100.00,99.70,,
SXM,2010,33794,892290503,26403.81,74.82,,,,,100.00,100.00,,
SXM,2011,34267,936089385,27317.52,74.87,,,,,100.00,100.00,,
SXM,2012,35023,985865922,28149.10,75.13,,0.00,,,100.00,100.00,,
SXM,2013,35854,1022905028,28529.73,75.39,,0.00,,,100.00,100.00,,
SXM,2014,36672,1361811508,37134.91,75.74,,0.00,,,100.00,100.00,,
SXM,2015,37471,1417888715,37839.63,75.90,,0.00,,,100.00,100.00,,
SXM,2016,38249,1427017207,37308.61,75.95,,0.00,,,100.00,100.00,,
SXM,2017,38996,1353212123,34701.31,75.46,,0.00,,,100.00,100.00,,
SXM,2018,39712,1259200447,31708.31,75.69,,0.00,,,100.00,100.00,,
SXM,2019,40385,1407880447,34861.47,75.68,,0.00,,,100.00,100.00,,
SXM,2020,41008,1236428101,30150.90,75.00,,0.00,,,100.00,100.00,,
SXM,2021,41571,1353071061,32548.44,74.51,,0.00,,,100.00,100.00,,
SXM,2022,42139,1592564637,37793.13,76.18,,0.00,,,100.00,100.00,,
SXM,2023,42749,1686525978,39451.82,76.37,,,,,100.00,100.00,,
SYC,2000,81131,654212394,8063.66,72.78,9.30,1.50,7.40,,43.40,94.10,13.80,4.61
SYC,2001,81202,662064156,8153.30,73.25,10.32,1.30,11.02,,43.22,94.40,13.80,4.55
SYC,2002,83723,742134838,8864.17,71.09,9.06,1.10,14.30,,43.09,96.10,13.70,4.20
SYC,2003,82781,750847230,9070.28,71.03,9.24,1.10,14.59,,43.00,94.90,13.80,4.86
SYC,2004,82475,893012218,10827.67,72.66,12.87,1.00,24.27,,42.92,95.20,13.80,4.67
SYC,2005,82858,977899382,11802.11,72.13,11.64,0.90,25.41,,42.85,95.50,13.80,4.45
SYC,2006,84600,1081441283,12782.99,72.22,12.41,0.90,34.95,42.80,42.79,99.00,13.80,4.33
SYC,2007,85033,1077308814,12669.30,73.14,10.20,1.00,38.38,,42.74,96.10,13.90,3.79
SYC,2008,86956,979597394,11265.44,73.16,10.59,0.90,40.44,,42.70,96.50,13.90,3.52
SYC,2009,87298,850901620,9747.09,73.08,11.69,0.80,,,42.67,96.80,14.00,3.44
SYC,2010,89770,981616542,10934.79,73.20,10.21,0.70,41.00,,42.66,97.00,14.10,4.40
SYC,2011,87441,1058918707,12110.09,72.72,8.94,0.80,43.16,,42.67,98.10,14.20,4.36
SYC,2012,88303,1089407839,12337.16,74.28,10.04,0.80,47.08,,42.73,98.30,14.30,5.29
SYC,2013,89949,1333160407,14821.29,73.12,8.92,1.50,50.40,46.80,42.82,98.00,14.40,4.19
SYC,2014,91359,1387577870,15188.19,73.23,10.14,1.40,51.25,,42.94,100.00,14.50,4.44
SYC,2015,93419,1432403352,15333.11,74.30,10.56,1.40,54.26,,43.09,100.00,14.60,4.24
SYC,2016,94677,1568513348,16566.99,74.31,11.62,1.20,56.51,,43.28,100.00,14.70,4.71
SYC,2017,95843,1675370641,17480.37,74.30,12.03,1.20,62.55,,43.50,100.00,14.70,4.48
SYC,2018,96762,1784313927,18440.23,72.84,10.39,1.20,69.24,32.10,43.74,100.00,14.80,4.42
SYC,2019,97625,1868690097,19141.51,74.05,9.17,1.20,76.63,,44.00,100.00,14.80,4.25
SYC,2020,98462,1382551752,14041.48,77.24,8.52,1.30,79.25,,44.29,100.00,14.80,5.84
SYC,2021,99258,1487173795,14982.91,73.40,7.94,1.70,82.00,,44.60,100.00,14.70,5.21
SYC,2022,119878,1999888599,16682.70,74.51,7.03,1.90,84.83,,44.91,100.00,14.50,4.40
SYC,2023,119773,2171547935,18130.53,75.42,7.01,,86.00,,45.10,100.00,14.30,4.48
SYR,2000,16637888,18937031610,1138.19,70.86,2.76,2.00,0.18,,51.88,93.40,23.10,4.57
SYR,2001,17051338,20078599626,1177.54,71.30,2.70,2.10,0.35,,52.29,93.10,22.20,4.71
SYR,2002,17468332,20786986580,1189.98,71.74,2.62,1.60,2.09,,52.70,86.60,21.40,4.96
SYR,2003,17889296,21828144686,1220.18,72.19,2.57,1.90,3.40,37.50,53.10,92.60,20.80,5.14
SYR,2004,18336875,25086910448,1368.11,72.49,2.62,2.60,4.32,,53.50,92.30,20.20,4.50
SYR,2005,18814091,28858937499,1533.90,72.80,3.13,2.10,5.65,,53.82,92.00,19.80,4.13
SYR,2006,19637022,33751812959,1718.78,73.04,3.14,1.80,7.83,40.10,54.06,99.50,19.40,3.80
SYR,2007,20884125,40465331020,1937.61,73.26,3.11,1.50,11.50,,54.29,91.50,19.10,3.74
SYR,2008,21636564,52557913397,2429.12,73.37,3.08,1.20,14.00,,54.59,91.30,18.90,3.41
SYR,2009,21976969,54111721044,2462.20,73.50,2.84,0.90,17.30,40.40,55.03,91.10,18.80,3.57
SYR,2010,22482421,61390833273,2730.61,73.54,2.79,1.40,20.70,,55.70,92.70,18.80,3.35
SYR,2011,22878098,67539433544,2952.14,72.26,2.56,1.60,22.50,,58.48,91.50,21.60,2.66
SYR,2012,22759763,43190318033,1897.66,66.21,2.03,2.00,24.30,,65.09,90.70,34.20,3.22
SYR,2013,21666917,21361254635,985.89,65.15,1.44,3.10,26.20,,73.06,90.40,36.90,3.78
SYR,2014,20273659,21502061466,1060.59,65.49,1.53,2.70,28.09,,76.00,90.20,35.50,4.23
SYR,2015,19424618,16466861435,847.73,63.27,1.45,0.60,29.98,,75.75,90.00,37.10,3.67
SYR,2016,19193834,12597854088,656.35,65.19,1.35,1.30,31.87,,75.15,89.80,32.20,3.89
SYR,2017,19224668,16369842725,851.50,65.65,1.62,1.10,32.70,,74.54,89.60,32.90,3.91
SYR,2018,19577845,21497779248,1098.07,67.37,1.74,0.90,33.77,,74.06,86.00,32.50,3.94
SYR,2019,20353534,22583046645,1109.54,70.97,1.64,1.00,,,73.82,89.20,24.60,3.97
SYR,2020,21049429,12501503673,593.91,71.94,1.51,1.10,,,73.41,89.00,21.90,3.67
SYR,2021,21628839,14892885528,688.57,72.42,1.48,1.10,,,73.01,88.80,20.50,3.50
SYR,2022,22462173,23737634644,1056.78,72.79,1.39,,,26.40,72.61,89.00,20.70,3.38
SYR,2023,23594623,,,72.12,1.33,,,,72.17,88.40,20.10,2.71
TCA,2000,18730,,,73.97,0.95,0.40,,,84.61,95.60,11.70,
TCA,2001,19576,358744800,18325.75,74.41,0.94,0.40,,,85.33,94.90,11.10,
TCA,2002,20597,366707900,17803.95,74.84,1.26,0.40,,,86.01,95.20,10.50,
TCA,2003,21727,409753600,18859.19,75.26,1.27,0.40,,,86.67,95.40,9.90,
TCA,2004,22856,485598800,21246.01,75.63,1.23,0.40,,,87.30,95.70,9.40,
TCA,2005,23988,578645800,24122.30,75.95,1.40,0.40,,,87.91,96.00,8.90,
